"","COMUNA","n_1","n_2","n_3","vote_1","vote_2","vote_3","participacion_1","participacion_2","participacion_3","n","vote","participacion","year","cod_comuna","X24.Oct","group_etapa_plebiscito","yautcorh","decil1","decil2","decil3","decil4","decil5","decil6","decil7","decil8","decil9","decil10","hacinamiento_2"
"748","Coinco",2153,3373,1178,888,2069,724,0.412447747329308,0.61340053364957,0.614601018675722,6704,3681,0.549075178997613,2016,6103,3,0,618780.649642763,0.16724001,0.15863985,0.12000529,0.23934904,0.088912413,0.056628738,0.12172532,0.034665257,0.0091293994,0.0037046839,0.14421804
"749","Colbun",5311,8651,2748,2522,5634,1795,0.47486349086801,0.651254190267021,0.653202328966521,16710,9951,0.595511669658887,2016,7402,3,0,531616.975145964,0.22411485,0.29214206,0.063206382,0.12957309,0.077561736,0.071133964,0.045422893,0.039637901,0.051743533,0.005463603,0.17504954
"750","Colchane",1566,1867,332,914,985,239,0.583652618135377,0.527584359935726,0.719879518072289,3765,2138,0.567861885790173,2016,1403,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Colina",28435,39012,7396,5399,15179,3672,0.189871637066995,0.389085409617554,0.496484586262845,74843,24250,0.324011597610999,2016,13301,4,0,1416180.51724695,0.1287363,0.10183413,0.123624,0.10730179,0.11919818,0.14955701,0.058714736,0.062591366,0.040648043,0.10779444,0.14058425
"752","Collipulli",6879,10805,3692,2188,6092,1940,0.318069486844018,0.563813049514114,0.52546045503792,21376,10220,0.47810628742515,2016,9202,2,1,479625.881084319,0.21326943,0.23518546,0.160651,0.080575109,0.13024811,0.061055366,0.053916428,0.024462083,0.024112625,0.016524388,0.10558634
"753","Coltauco",4934,7571,2445,1738,4299,1349,0.352249695987029,0.567824593844935,0.551738241308793,14950,7386,0.494046822742475,2016,6104,3,0,633539.46772935,0.1487571,0.11258499,0.17417233,0.098484002,0.15945825,0.14095418,0.061866011,0.056849848,0.035447553,0.011425705,0.084605955
"754","Combarbala",3385,6226,2737,1092,3702,1643,0.322599704579025,0.594603276582075,0.600292290829375,12348,6437,0.521298995788792,2016,4302,3,0,510459.717667177,0.15507156,0.22239223,0.23913239,0.069660693,0.10386104,0.07470075,0.077850781,0.0066600665,0.029970299,0.020700207,0.080010802
"755","Concepcion",62350,101883,34728,11582,31278,13692,0.185757818765036,0.306999204970407,0.39426399447132,198961,56552,0.284236609184715,2016,8101,2,1,872045.254259437,0.067296326,0.12791111,0.12988816,0.081755809,0.093627132,0.090382963,0.10957839,0.096660122,0.1150827,0.087817281,0.057559136
"756","Conchali",35812,63385,22068,5880,17793,7696,0.16419077404222,0.280713102469038,0.348740257386261,121265,31369,0.258681400239146,2016,13104,2,1,1115129.89008914,0.07065618,0.068801805,0.13120267,0.18194106,0.12794074,0.07793963,0.13971491,0.097645164,0.09184745,0.012310374,0.15375678
"757","Concon",11747,17386,5167,3781,8731,2942,0.321869413467268,0.502185666628322,0.569382620476098,34300,15454,0.450553935860058,2016,5103,3,0,1272150.55139567,0.04789586,0.10653103,0.13467246,0.12836681,0.070027217,0.075520031,0.12340357,0.099695802,0.12382231,0.090064906,0.103058
"758","Constitucion",13657,19735,5029,4243,11556,2916,0.310683166141905,0.585558652140866,0.579836945714854,38421,18715,0.487103406990968,2016,7102,3,0,826754.150816874,0.10361584,0.14294423,0.1249521,0.14459887,0.10169993,0.12115512,0.072647788,0.092764832,0.061431009,0.034190267,0.050510328
"759","Contulmo",1705,2994,1080,888,2036,633,0.520821114369502,0.68002672010688,0.586111111111111,5779,3557,0.615504412528119,2016,8204,3,0,429516.722031572,0.29169527,0.18874399,0.13292153,0.14481811,0.078471743,0.059025396,0.05353466,0,0.050789293,0,0.055136126
"760","Copiapo",42732,58703,14721,9616,23533,7041,0.225030422166058,0.400882408054103,0.478296311391889,116156,40190,0.346000206618685,2016,3101,2,1,1051287.17805717,0.083358787,0.11907994,0.1110489,0.10061421,0.084721796,0.10841902,0.098301038,0.11962853,0.10784214,0.066985644,0.095367335
"761","Coquimbo",55254,74578,22596,8199,23356,9256,0.148387447062656,0.313175467295985,0.409630023012923,152428,40811,0.267739522922298,2016,4102,3,0,606953.642822302,0.16929604,0.18683809,0.15715887,0.10281657,0.099264324,0.097345538,0.07821966,0.054975003,0.045806989,0.0082789194,0.10874011
"762","Coronel",29393,43728,11923,8706,21611,6221,0.296192971115572,0.494214233443103,0.521764656546171,85044,36538,0.429636423498424,2016,8102,1,1,739690.035971223,0.10219137,0.13026287,0.14706394,0.15464142,0.098489732,0.11049175,0.083543822,0.09758392,0.057275247,0.018455938,0.086904578
"763","Corral",1457,2812,1172,767,1812,631,0.526424159231297,0.644381223328592,0.53839590443686,5441,3210,0.589965079948539,2016,14102,2,1,502214.998188816,0.26533845,0.13040525,0.16889292,0.12904686,0.048222777,0.12678288,0.042562824,0.061353859,0.021960607,0.005433552,0.060448267
"764","Coyhaique",15923,28146,7758,2741,9688,2495,0.172140928217045,0.344205215661195,0.321603506058262,51827,14924,0.287958014162502,2016,11101,1,1,1279494.07133915,0.049972933,0.07748004,0.10449655,0.081117198,0.10767695,0.10627284,0.086090811,0.10368453,0.14135878,0.14184937,0.082998797
"765","Cunco",4987,9325,4985,1862,4785,1927,0.373370763986365,0.51313672922252,0.386559679037111,19297,8574,0.444317769601492,2016,9103,2,1,459586.457882405,0.27039444,0.24338861,0.11329,0.041685343,0.12259077,0.073061407,0.064208873,0.023532048,0.036530703,0.011317795,0.10533393
"766","Curacautin",4855,10250,5431,1260,3816,1664,0.259526261585994,0.372292682926829,0.306389246915853,20536,6740,0.328204129333853,2016,9203,4,0,537762.862643678,0.25079024,0.16767241,0.16400862,0.14770114,0.044827588,0.044252872,0.033477012,0.083979882,0.033117816,0.030172413,0
"767","Curacavi",7896,11891,3783,2474,6654,2255,0.313323201621074,0.559582877806745,0.596087761036215,23570,11383,0.482944420873992,2016,13503,4,0,604031.306343721,0.18610168,0.18658248,0.1162254,0.1263863,0.11811654,0.083434835,0.064843901,0.071671262,0.039233286,0.0074043209,0.044329766
"768","Curaco De Velez",1086,1724,827,612,1263,413,0.56353591160221,0.732598607888631,0.499395405078597,3637,2288,0.629089909265878,2016,10204,3,0,661153.292576419,0.19213974,0.2117904,0.096069872,0.076419212,0.20960699,0.045851529,0.096069872,0,0.072052404,0,0
"769","Curanilahue",9925,15721,4408,3080,8518,2384,0.310327455919395,0.541823039246867,0.540834845735027,30054,13982,0.46522925400945,2016,8205,1,1,632589.607238653,0.10875396,0.20176263,0.17709966,0.1593688,0.082105413,0.10837078,0.049395617,0.063399173,0.032396279,0.017347686,0.082523428
"770","Curarrehue",2355,4157,1375,1037,2202,716,0.440339702760085,0.529708924705316,0.520727272727273,7887,3955,0.501458095600355,2016,9104,4,0,773198.460527978,0.30301881,0.22596943,0.1121637,0.081596561,0.056713402,0.04850322,0.087280534,0.033724897,0.008336491,0.042692941,0.17266642
"771","Curepto",2702,5158,2257,1069,3260,1306,0.395632864544782,0.632027917797596,0.57864421798848,10117,5635,0.556983295443313,2016,7103,3,0,485010.875029336,0.20359071,0.21497302,0.12720019,0.11452711,0.12450129,0.097042948,0.037315182,0.052335132,0.023116639,0.0053977938,0.1433645
"772","Curico",39069,55825,16087,9173,24720,8066,0.234789730988763,0.442812360053739,0.501398644868527,110981,41959,0.378073724331192,2016,7301,2,1,820373.384059181,0.093844973,0.13883713,0.14420065,0.12668069,0.11679524,0.10612831,0.10004342,0.069812641,0.054470159,0.049186788,0.065711953
"773","Dalcahue",3579,5485,2190,1144,3228,854,0.319642358200615,0.588514129443938,0.389954337899543,11254,5226,0.464368224631242,2016,10205,3,0,794552.505865585,0.12032672,0.11857253,0.17547418,0.15996052,0.074936956,0.081515186,0.070277385,0.093849361,0.036180243,0.068906918,0.068029821
"774","Diego De Almagro",4372,8067,1661,942,3072,736,0.215462031107045,0.380810710301227,0.44310656231186,14100,4750,0.336879432624113,2016,3202,3,0,1058544.34366988,0.078622878,0.075570747,0.057868391,0.1222073,0.069466487,0.16273959,0.14406055,0.13197412,0.091685995,0.06580393,0.11425757
"775","Doñihue",5610,8930,2666,1955,5008,1551,0.348484848484849,0.56080627099664,0.581770442610653,17206,8514,0.494827385795653,2016,6105,3,0,698225.14678143,0.098571561,0.16427067,0.1584104,0.14829229,0.088407658,0.086026922,0.12205842,0.068537682,0.042349603,0.023074809,0.091154657
"776","El Bosque",48663,69622,20910,5745,18822,7946,0.118056839898896,0.270345580419982,0.38000956480153,139195,32513,0.233578792341679,2016,13105,3,0,913583.819136782,0.091172613,0.14482507,0.14562809,0.12415536,0.086263068,0.1441265,0.058300853,0.10682832,0.066997014,0.031703129,0.14403252
"777","El Carmen",3654,6194,2224,1595,4082,1354,0.436507936507937,0.659024862770423,0.608812949640288,12072,7031,0.582422133863486,2016,16104,3,0,446144.017107014,0.35164419,0.13181904,0.1395172,0.13343471,0.10796426,0.030222392,0.041436989,0.051986314,0.0095038963,0.0024710132,0.091047332
"778","El Monte",9099,12820,3769,2602,6975,2260,0.285965490713265,0.544071762870515,0.599628548686654,25688,11837,0.460798816568047,2016,13602,3,0,879686.897930822,0.13316862,0.12473749,0.078011118,0.14289685,0.106084,0.14969116,0.075756639,0.08863496,0.08495985,0.016059296,0.091754168
"779","El Quisco",2804,5391,2981,1035,2945,1709,0.369115549215407,0.546280838434428,0.57329755115733,11176,5689,0.5090372226199,2016,5604,3,0,698939.577921396,0.080075659,0.092633456,0.20891131,0.098413199,0.046710804,0.22278269,0.1326713,0.077711225,0.040090375,0,0.071458593
"780","El Tabo",1978,4444,2661,817,2578,1631,0.41304347826087,0.58010801080108,0.612927470875611,9083,5026,0.553341407024111,2016,5605,3,0,920653.783650216,0.077150114,0.061225891,0.16741025,0.21497701,0.10419384,0.067266114,0.032672111,0.15025054,0.030750223,0.094103917,0.07687556
"781","Empedrado",1412,2216,691,871,1694,456,0.61685552407932,0.764440433212996,0.659913169319826,4319,3021,0.699467469321602,2016,7104,3,0,503019.438265035,0.17136775,0.17429484,0.19984034,0.11016499,0.12799361,0.1327834,0.037253857,0.027674295,0.018626928,0,0.075838208
"782","Ercilla",2557,3904,1448,930,2317,799,0.363707469691044,0.593493852459016,0.551795580110497,7909,4046,0.511569098495385,2016,9204,1,1,503115.244429208,0.24420066,0.31550679,0.13769855,0.10250257,0.026282711,0.073363043,0.04433779,0.03222489,0.0133699,0.010513084,0.21883214
"783","Estacion Central",34137,66476,25761,5946,18361,8860,0.174180507953247,0.276204946145978,0.343930748029968,126374,33167,0.262451137100986,2016,13106,3,0,927485.248640425,0.079639323,0.098830171,0.16762531,0.080190718,0.10690654,0.09441898,0.1620032,0.09022402,0.075530857,0.044630889,0.11021269
"784","Florida",2806,5357,1961,1138,3398,1108,0.405559515324305,0.634310248273287,0.565017848036716,10124,5644,0.557487159225603,2016,8104,3,0,497097.734575342,0.24284932,0.26246575,0.10761644,0.104,0.028164383,0.077917807,0.06169863,0.075178079,0.03419178,0.005917808,0.02980822
"785","Freire",6517,11136,4344,1659,5599,1971,0.254564983888292,0.502783764367816,0.453729281767956,21997,9229,0.419557212347138,2016,9105,2,1,562179.75889699,0.24287158,0.20970187,0.13892297,0.083952934,0.10015881,0.022558291,0.085288383,0.062513538,0.045802355,0.0082292641,0.050530571
"786","Freirina",1791,2855,945,759,1805,622,0.423785594639866,0.632224168126095,0.658201058201058,5591,3186,0.569844392774101,2016,3303,3,0,693914.209837781,0.1838479,0.099075526,0.17146346,0.1929182,0.083376944,0.15140416,0.05982906,0.022850165,0.026862027,0.0083725797,0.15070644
"787","Fresia",3475,6192,2184,1320,3863,1284,0.379856115107914,0.623869509043928,0.587912087912088,11851,6467,0.545692346637415,2016,10104,1,1,576002.060473033,0.11942304,0.21196918,0.12981544,0.16376993,0.059935495,0.090575166,0.10034044,0.018993013,0.074807383,0.0303709,0.024726752
"788","Frutillar",4783,7691,2369,2091,4712,1441,0.437173322182731,0.612664152905994,0.608273533136344,14843,8244,0.555413326147005,2016,10105,1,1,753746.048534749,0.12615785,0.097286172,0.24456963,0.1050864,0.076810576,0.055468284,0.090298466,0.082064897,0.11516169,0.0070960405,0.08309409
"789","Futaleufu",700,2023,886,344,879,298,0.491428571428571,0.434503213049926,0.336343115124153,3609,1521,0.4214463840399,2016,10402,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","Futrono",4313,7046,2341,1441,3857,1248,0.334106190586599,0.547402781720125,0.533105510465613,13700,6546,0.477810218978102,2016,14202,4,0,606192.715211415,0.13044901,0.17593926,0.20408431,0.14569969,0.088100538,0.095496796,0.063686348,0.060675479,0.0099489465,0.025919624,0.12599817
"791","Galvarino",3807,5801,2213,1527,3727,1226,0.401103230890465,0.642475435269781,0.553999096249435,11821,6480,0.548176973183318,2016,9106,1,1,378821.77333606,0.32808506,0.2289132,0.2506901,0.056844905,0.0531643,0.039873224,0.024844086,0.013495552,0.0040895613,0,0.17738472
"792","General Lagos",870,1398,332,374,706,157,0.429885057471264,0.505007153075823,0.47289156626506,2600,1237,0.475769230769231,2016,15202,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","Gorbea",4197,7528,3583,1535,4053,1610,0.36573743149869,0.538390010626993,0.449344125034887,15308,7198,0.470211654037105,2016,9107,4,0,574434.241130004,0.11915919,0.23410095,0.13201232,0.13837194,0.17258,0.066140048,0.02168965,0.085352793,0.0098406747,0.020752443,0.11728477
"794","Graneros",8885,13179,3499,2881,7617,2197,0.324254361283061,0.577964944229456,0.627893683909688,25563,12695,0.496616203106052,2016,6106,2,1,807213.408719512,0.035670731,0.10060976,0.12731707,0.14594512,0.16182926,0.15844512,0.093048781,0.085182928,0.064908534,0.027042683,0.11314024
"795","Guaitecas",556,902,160,327,590,111,0.588129496402878,0.65410199556541,0.69375,1618,1028,0.635352286773795,2016,11203,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","Hijuelas",4856,7488,2293,1621,4278,1312,0.333813838550247,0.571314102564103,0.572176188399477,14637,7211,0.492655598824896,2016,5503,3,0,656139.354046816,0.12383456,0.2023904,0.1860742,0.089962311,0.1056338,0.10221186,0.11818092,0.027573895,0.016911328,0.02722674,0.07751438
"797","Hualaihue",2568,4198,1165,850,2436,652,0.330996884735203,0.580276322058123,0.559656652360515,7931,3938,0.496532593619972,2016,10403,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","Hualañe",2553,4878,1801,1370,3552,1218,0.536623580101841,0.728167281672817,0.676290949472515,9232,6140,0.665077989601387,2016,7302,3,0,584559.796344148,0.21561871,0.18834338,0.11972438,0.095990047,0.057517465,0.10661307,0.074074075,0.075796723,0.052158102,0.014164035,0.036654226
"799","Hualpen",23510,40594,11870,5678,16209,5762,0.241514249255636,0.399295462383603,0.485425442291491,75974,27649,0.363927132966541,2016,8112,2,1,750683.749163505,0.11928602,0.111089,0.15928851,0.11067852,0.095839292,0.09439642,0.10885005,0.10666087,0.070402391,0.023508925,0.078935258
"800","Hualqui",6169,9912,2886,1937,5420,1513,0.313989301345437,0.54681194511703,0.524255024255024,18967,8870,0.467654347023778,2016,8105,2,1,454705.551263123,0.13090551,0.22395833,0.18877132,0.1144603,0.19705544,0.074762136,0.036868438,0.011318898,0.010580708,0.011318898,0.057414699
"801","Huara",1371,2616,5307,592,1337,422,0.431801604668125,0.511085626911315,0.0795176182400603,9294,2351,0.252958898213901,2016,1404,3,0,684896.866972477,0.14506881,0.16743119,0.13847478,0.17173165,0.15625,0.062213302,0.024369266,0.045011468,0.05819954,0.03125,0.27465597
"802","Huasco",2536,4038,1291,1032,2420,794,0.406940063091483,0.599306587419515,0.615027110766847,7865,4246,0.53986013986014,2016,3304,3,0,622271.159082019,0.17851089,0.14317381,0.18124919,0.025296649,0.10314252,0.08293128,0.10718477,0.073282048,0.058025818,0.047203027,0.046811841
"803","Huechuraba",23359,34285,8996,5850,14669,5050,0.250438803030952,0.427854746973895,0.561360604713206,66640,25569,0.383688475390156,2016,13107,3,0,884318.02279529,0.15104955,0.056347895,0.13074732,0.1115934,0.12887557,0.091773458,0.12834734,0.12063066,0.067256898,0.013377888,0.14794359
"804","Illapel",8467,13344,4926,2441,7289,2639,0.288295736388331,0.546238009592326,0.535728786033293,26737,12369,0.462617346747952,2016,4201,3,0,648055.463460773,0.13278243,0.13722952,0.16563787,0.17645693,0.10059074,0.077923805,0.097769812,0.060666401,0.04662817,0.00431435,0.15854712
"805","Independencia",21473,41142,14905,4600,12642,5834,0.214222511991804,0.307277234942395,0.391412277759141,77520,23076,0.297678018575851,2016,13108,2,1,935243.636387989,0.038039111,0.094562016,0.026836812,0.10040669,0.14258578,0.094732486,0.19435988,0.12417505,0.13398923,0.050312933,0.1903165
"806","Iquique",54301,83012,20554,10002,27733,8671,0.184195502845251,0.3340842287862,0.421864357302715,157867,46406,0.29395630499091,2016,1101,2,1,1121132.45114898,0.040611919,0.090979561,0.11081213,0.11478196,0.12025225,0.11974288,0.11240671,0.11482625,0.1084424,0.067143932,0.14668296
"807","Isla De Maipo",8715,12900,3629,1088,6044,1826,0.124842226047045,0.468527131782946,0.50316891705704,25244,8958,0.354856599588021,2016,13603,2,1,674856.684322977,0.069289893,0.14795691,0.2099172,0.15409952,0.18537642,0.096293658,0.060743641,0.05157423,0.02474851,0,0.13222945
"808","Isla De Pascua",1716,2911,521,592,1537,289,0.344988344988345,0.527997251803504,0.554702495201535,5148,2418,0.46969696969697,2016,5201,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","Juan Fernandez",267,483,120,161,300,71,0.602996254681648,0.62111801242236,0.591666666666667,870,532,0.611494252873563,2016,5104,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","La Cisterna",24283,42813,16921,4188,11338,6011,0.172466334472676,0.264826104220681,0.355239052065481,84017,21537,0.256340978611471,2016,13109,2,1,1192182.0046953,0.050528016,0.15342921,0.087876245,0.11168224,0.068007708,0.095306344,0.11604804,0.10842024,0.11453237,0.094169594,0.096327782
"811","La Cruz",4380,7132,2446,1786,4235,1470,0.407762557077626,0.593802579921481,0.600981193785773,13958,7491,0.5366814729904,2016,5504,2,1,746882.153876967,0.0093848351,0.16795422,0.14231759,0.15668097,0.16537911,0.13630901,0.11439199,0.048068669,0.049098711,0.010414879,0.11942776
"812","La Estrella",939,1882,742,591,1414,523,0.629392971246006,0.751328374070138,0.704851752021563,3563,2528,0.709514454111704,2016,6202,3,0,511920.635473341,0.090315558,0.23966268,0.17845485,0.091947772,0.16294886,0.11071817,0.037268769,0.073177367,0,0.015505984,0.010881393
"813","La Florida",103840,147701,48455,18502,45899,21579,0.178177966101695,0.310756189870075,0.445341038076566,299996,85980,0.286603821384285,2016,13110,2,1,1233555.51768435,0.057094436,0.089430787,0.10011643,0.069811128,0.098693401,0.12863131,0.10633894,0.10446572,0.16181371,0.083604142,0.096994869
"814","La Granja",36664,53693,15192,4145,13033,5173,0.113053676631028,0.24273182724005,0.340508162190627,105549,22351,0.211759467166908,2016,13111,2,1,770600.263076386,0.081452705,0.11021493,0.14791109,0.12436777,0.10831714,0.14427665,0.1460312,0.10188973,0.032575712,0.0029630559,0.11120633
"815","La Higuera",1154,2287,727,534,1484,440,0.462738301559792,0.64888500218627,0.605226960110041,4168,2458,0.589731285988484,2016,4104,3,0,528997.437082554,0.18300828,0.073737644,0.25808176,0.18461128,0.13304836,0.099118352,0.01442693,0.047021106,0.0069462997,0,0.16110072
"816","La Ligua",9686,14368,4850,3360,8411,2863,0.346892422052447,0.585398106904232,0.590309278350515,28904,14634,0.506296706338223,2016,5401,3,0,696460.484438227,0.17417695,0.21519208,0.093945146,0.087075986,0.1158765,0.083479039,0.11702553,0.062122196,0.021731528,0.029375032,0.064120501
"817","La Pintana",56325,64828,15410,6079,16912,6077,0.107927208166889,0.260874930585549,0.394354315379624,136563,29068,0.212854140579806,2016,13112,2,1,672940.879792003,0.16551791,0.13435908,0.13274269,0.15259182,0.13074507,0.11737168,0.083218969,0.068076693,0.01271768,0.0026584119,0.17328505
"818","La Reina",27503,45413,17137,8162,17485,7722,0.296767625349962,0.385021910025764,0.450603956351754,90053,33369,0.370548454798841,2016,13113,3,0,2885611.38013614,0.013618255,0.019965069,0.017761949,0.074883282,0.034119837,0.082565665,0.064837962,0.092873529,0.21091743,0.38845703,0.033891533
"819","La Serena",54473,77810,24255,7561,22126,9443,0.138802709599251,0.284359336846164,0.389321789321789,156538,39130,0.249971252986495,2016,4101,3,0,1081850.41018776,0.15403716,0.13444613,0.16231449,0.1166686,0.11157327,0.078439042,0.10498885,0.065748535,0.048536703,0.023247205,0.084410518
"820","La Union",10933,17672,6372,2925,8141,3146,0.267538644470868,0.460672249886827,0.493722536095417,34977,14212,0.40632415587386,2016,14201,2,1,606141.149573248,0.15679951,0.17772107,0.127184,0.1051126,0.11613428,0.13461593,0.051967356,0.076142132,0.040020194,0.014302942,0.058922511
"821","Lago Ranco",2560,4462,1843,921,2740,1002,0.359765625,0.614074406095921,0.543678784590342,8865,4663,0.526001128031585,2016,14203,4,0,546084.730070577,0.16336919,0.17308804,0.18488951,0.12935324,0.1014694,0.080527596,0.082841605,0.045933124,0.031817656,0.0067106327,0.028346639
"822","Lago Verde",412,724,165,255,515,133,0.618932038834951,0.711325966850829,0.806060606060606,1301,903,0.694081475787856,2016,11102,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","Laguna Blanca",317,581,116,146,333,76,0.460567823343849,0.573149741824441,0.655172413793103,1014,555,0.547337278106509,2016,12102,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","Laja",6508,11151,3394,2038,5803,1868,0.313153042409342,0.520401757689893,0.550383028874484,21053,9709,0.461169429534983,2016,8304,2,1,528327.488114359,0.15633366,0.18567298,0.17651783,0.11077203,0.22100867,0.062479924,0.03137381,0.027519006,0.022539886,0.0057822037,0.13388638
"825","Lampa",18272,24081,4872,4220,10737,2539,0.230954465849387,0.445870188115111,0.521141215106732,47225,17496,0.370481736368449,2016,13302,3,0,1279266.32884036,0.034851026,0.08953587,0.12146162,0.12837131,0.10185477,0.10242217,0.10253565,0.11553544,0.11904071,0.08439143,0.096988522
"826","Lanco",4591,7872,3079,1514,4206,1518,0.32977564800697,0.534298780487805,0.493017213380968,15542,7238,0.46570582936559,2016,14103,2,1,509763.097274815,0.21720777,0.1491092,0.13116892,0.14761934,0.096716121,0.087901175,0.0745546,0.063070334,0.028307157,0.004345397,0.074927062
"827","Las Cabras",5852,10002,3116,2006,6149,1888,0.342788790157211,0.614777044591082,0.605905006418485,18970,10043,0.529414865577227,2016,6107,3,0,549822.381521306,0.14675428,0.22875348,0.19095978,0.08789327,0.14197531,0.082716048,0.051373955,0.047391478,0.016129032,0.0060533653,0.13492632
"828","Las Condes",75023,123802,47656,23176,44339,21823,0.308918598296522,0.358144456470816,0.457927648145039,246481,89338,0.362453901112053,2016,13114,3,0,3827198.72124788,0.015410314,0.012376375,0.021872254,0.016745944,0.019894963,0.052947454,0.037561551,0.062781595,0.17029461,0.59011495,0.021621188
"829","Lautaro",10494,16079,5754,2420,7328,2506,0.230607966457023,0.45574973568008,0.435523114355231,32327,12254,0.379063940359452,2016,9108,2,1,721408.64483496,0.13778923,0.21033008,0.078489967,0.12468472,0.089346416,0.13567826,0.073719703,0.068894617,0.040684287,0.040382717,0.13581534
"830","Lebu",7153,11101,3152,1995,5858,1651,0.278903956381938,0.527700207188542,0.523794416243655,21406,9504,0.44398766700925,2016,8201,1,1,918964.459236078,0.10138822,0.20530413,0.15727812,0.2149334,0.07145723,0.054004174,0.082089551,0.05865832,0.019499278,0.035387579,0.034304284
"831","Licanten",2126,3529,1172,1247,2593,733,0.586547507055503,0.734769056389912,0.62542662116041,6827,4573,0.669840339827157,2016,7303,2,1,528980.585765219,0.18618777,0.17390729,0.18315066,0.15343985,0.1189753,0.04634887,0.060874157,0.045160439,0.015581672,0.01637396,0.089000396
"832","Limache",11712,18006,6609,2825,7582,3153,0.241205601092896,0.421081861601688,0.477076713572401,36327,13560,0.373276075646214,2016,5802,3,0,793710.862327483,0.073862672,0.073521897,0.18203698,0.15409355,0.13950418,0.10248765,0.12802437,0.082957059,0.028241608,0.035270061,0.10766315
"833","Linares",26819,39279,12957,5769,15253,5475,0.215108691599239,0.388324550014002,0.422551516554758,79055,26497,0.335171715893998,2016,7401,3,0,720413.494752396,0.11873927,0.13486235,0.18230808,0.11512136,0.10889594,0.11151431,0.083961673,0.07641077,0.044099431,0.024086829,0.081354164
"834","Litueche",1798,3068,1033,1107,2270,721,0.615684093437152,0.739895697522816,0.697967086156825,5899,4098,0.694694015934904,2016,6203,3,0,677918.735462433,0.1103932,0.22207864,0.10393207,0.10503969,0.049104672,0.15839025,0.11740816,0.054827396,0.057042643,0.021783276,0.06091933
"835","Llanquihue",5113,8139,2168,2023,4884,1373,0.395658126344612,0.600073719130114,0.63330258302583,15420,8280,0.536964980544747,2016,10107,3,0,683057.840935487,0.11603843,0.16571639,0.26686728,0.072695598,0.1198923,0.045243375,0.085788198,0.048410937,0.064935066,0.014412417,0.11957555
"836","Llay-Llay",6607,9880,3279,1856,5006,1655,0.280914181928258,0.50668016194332,0.504727050930162,19766,8517,0.430891429727815,2016,5703,3,0,851302.988502383,0.085416839,0.093569696,0.1313237,0.18638682,0.094949409,0.044150848,0.091144748,0.1146835,0.11857179,0.039802659,0.14549711
"837","Lo Barnechea",29847,34473,7192,11669,14976,3721,0.390960565550977,0.434426942824819,0.51738042269188,71512,30366,0.424628034455756,2016,13115,3,0,2405453.08760232,0.047034223,0.089556441,0.082044475,0.08491575,0.078513689,0.076060645,0.12950496,0.082623556,0.10195038,0.22779587,0.12380263
"838","Lo Espejo",31659,48673,13509,4210,13402,4930,0.132979563473262,0.275347728720235,0.364941890591458,93841,22542,0.240214831470253,2016,13116,3,0,850883.967976526,0.082319774,0.17346528,0.12316898,0.12812841,0.12418158,0.17042747,0.073827744,0.055416834,0.051596571,0.01746735,0.21559066
"839","Lo Prado",27937,46577,16217,3571,12457,6575,0.127823316748398,0.267449599587779,0.405438737127706,90731,22603,0.249121028094036,2016,13117,2,1,789868.506009675,0.036367722,0.12797393,0.084749788,0.13696595,0.15445043,0.13078393,0.13696595,0.13147081,0.040226799,0.02004471,0.15100348
"840","Lolol",1824,3372,1286,1022,2358,835,0.56030701754386,0.699288256227758,0.649300155520995,6482,4215,0.650262264733107,2016,6304,3,0,512017.230169441,0.1868346,0.21892338,0.10691258,0.16434248,0.082321189,0.050682262,0.15864447,0.028040186,0.0032988454,0,0.063427798
"841","Loncoche",6364,11137,4650,1701,5231,2009,0.267284726587052,0.469695609230493,0.432043010752688,22151,8941,0.403638661911426,2016,9109,1,1,483889.468908974,0.29767373,0.17400108,0.14362621,0.085889265,0.11567146,0.05867536,0.054773547,0.040746778,0.017829802,0.011112757,0.19785647
"842","Longavi",7960,13163,4162,3640,8618,2571,0.457286432160804,0.65471397097926,0.617731859682845,25285,14829,0.586474194186276,2016,7403,2,1,486672.3671374,0.22956163,0.18691523,0.17885552,0.13449207,0.14100991,0.044643797,0.04313698,0.017871534,0.023513334,0,0.11343168
"843","Lonquimay",3206,5907,2447,1722,3438,1024,0.537117903930131,0.582021330624683,0.418471597874949,11560,6184,0.534948096885813,2016,9205,2,1,440161.791670514,0.31868133,0.3075076,0.057715394,0.049219687,0.050974235,0.12300305,0.0072028809,0.056145534,0.012004802,0.01754548,0.15024471
