"","COMUNA","n_1","n_2","n_3","vote_1","vote_2","vote_3","participacion_1","participacion_2","participacion_3","n","vote","participacion","year","cod_comuna","X24.Oct","group_etapa_plebiscito","yautcorh","decil1","decil2","decil3","decil4","decil5","decil6","decil7","decil8","decil9","decil10","hacinamiento_2"
"227","Porvenir",2616,2997,758,645,1351,372,0.246559633027523,0.450784117450784,0.490765171503958,6371,2368,0.371684194004081,2012,12301,1,1,1203903.33161264,0.022300227,0.026223416,0.0070204418,0.094156511,0.11150113,0.10158993,0.24323766,0.14206071,0.1170762,0.13483378,0.011356597
"228","Pozo Almonte",4086,4862,1352,1267,2660,647,0.310083210964268,0.547099958864665,0.478550295857988,10300,4574,0.444077669902913,2012,1401,2,1,996659.415493366,0.078263901,0.12538493,0.17953634,0.15431991,0.088722326,0.042879555,0.14525594,0.083086401,0.05572018,0.046830516,0.37278485
"229","Primavera",718,969,132,63,217,27,0.0877437325905292,0.223942208462332,0.204545454545455,1819,307,0.168774051676745,2012,12302,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Providencia",42823,82162,31614,16863,35578,15513,0.393783714359106,0.433022565176115,0.490700322641868,156599,67954,0.433936359746869,2012,13123,3,0,3272586.13315041,0.0056160237,0.007584177,0.012267024,0.0092893438,0.021412149,0.029615616,0.041246384,0.075400628,0.16310221,0.63446641,0.014314703
"231","Puchuncavi",3820,6462,2287,1767,4582,1553,0.462565445026178,0.709068399876199,0.679055531263664,12569,7902,0.6286896332246,2012,5105,3,0,783884.613093566,0.088564202,0.13649902,0.086765945,0.087159313,0.17358808,0.13436359,0.11565046,0.13250913,0.038044393,0.0068558585,0.17651026
"232","Pucon",7418,11095,3898,2709,6228,1718,0.365192774332704,0.561333934204597,0.44073884043099,22411,10655,0.475436169738075,2012,9115,2,1,652781.398204064,0.10736229,0.14454131,0.15202436,0.046211205,0.24056083,0.10531429,0.069133013,0.049046893,0.04720895,0.038596861,0.10505173
"233","Pudahuel",61055,71734,15266,9057,34111,8416,0.148341659159774,0.475520673599688,0.551290449364601,148055,51584,0.348411063456148,2012,13124,2,1,912738.122239928,0.092211671,0.07086987,0.1526293,0.071134903,0.13168174,0.11168829,0.15237089,0.1205669,0.068610467,0.028235972,0.13983229
"234","Puente Alto",151752,146381,27928,20190,61803,14119,0.133046022457694,0.422206433895109,0.505549985677456,326061,96112,0.294766930114304,2012,13201,2,1,948228.400697395,0.073880658,0.085076094,0.09501414,0.12021051,0.12688623,0.11736579,0.11740155,0.14082487,0.089336246,0.034003906,0.11105228
"235","Puerto Montt",60827,78216,18972,10166,34559,8299,0.167129728574482,0.441840544134192,0.437434113430318,158015,53024,0.335563079454482,2012,10101,1,1,868226.624341256,0.1344007,0.13062321,0.11962386,0.099169835,0.088177808,0.098086372,0.084810287,0.10359886,0.087852031,0.053657055,0.071051031
"236","Puerto Octay",2460,4674,1437,823,2908,813,0.334552845528455,0.622165169020111,0.565762004175365,8571,4544,0.5301598413254,2012,10302,3,0,747163.326155335,0.13591996,0.078208886,0.20473401,0.069424108,0.26171303,0.033796974,0.047096144,0.061493412,0.088823818,0.018789653,0.089311861
"237","Puerto Varas",11479,17624,4450,3678,10103,2329,0.320411185643349,0.573252383113936,0.523370786516854,33553,16110,0.480135904390069,2012,10109,3,0,994288.781223163,0.053359639,0.15717767,0.15416038,0.10839039,0.051340375,0.095253572,0.093698502,0.10165951,0.093141466,0.091818497,0.06932807
"238","Pumanque",1015,1956,731,609,1552,506,0.6,0.793456032719836,0.692202462380301,3702,2667,0.720421393841167,2012,6309,3,0,869339.860560492,0.13943951,0.13192071,0.15994532,0.14490773,0.025290499,0.17498291,0.0075187972,0.10252905,0.083390296,0.030075189,0.063568011
"239","Punitaqui",2924,4990,1804,912,3465,1226,0.311901504787962,0.69438877755511,0.67960088691796,9718,5603,0.576558962749537,2012,4304,3,0,467781.723096106,0.18616919,0.32035297,0.095338576,0.090542875,0.092844814,0.12564743,0.025896797,0.035104547,0.024649914,0.0034529062,0.16468444
"240","Punta Arenas",38224,60562,17191,5841,20669,5810,0.152809753034743,0.341286615369374,0.337967541155256,115977,32320,0.27867594436828,2012,12101,1,1,1269145.03974526,0.049693368,0.060801104,0.062976673,0.082991943,0.11073256,0.11523968,0.12532942,0.13068214,0.14279146,0.11876165,0.069326371
"241","Puqueldon",1155,2207,919,677,1503,447,0.586147186147186,0.681014952424105,0.486398258977149,4281,2627,0.613641672506424,2012,10206,3,0,553376.757172131,0.096311472,0.18903689,0.15368852,0.16854508,0.16290984,0.11526639,0.076331966,0.037909836,0,0,0.085040987
"242","Puren",3745,5910,1992,1623,3906,1245,0.433377837116155,0.660913705583756,0.625,11647,6774,0.581608998025243,2012,9208,4,0,475499.600419407,0.25507578,0.21027547,0.1997903,0.11228672,0.0664379,0.062529787,0.046802022,0.025069106,0.01448861,0.0072443048,0.096558958
"243","Purranque",5688,10303,3348,1994,6234,2007,0.35056258790436,0.605066485489663,0.599462365591398,19339,10235,0.529241429236258,2012,10303,1,1,726939.067321249,0.15840887,0.15800604,0.18121853,0.093756296,0.095820747,0.13298087,0.079657607,0.039274924,0.034894262,0.025981873,0.072306141
"244","Putaendo",3846,6420,2416,1325,4353,1463,0.344513780551222,0.67803738317757,0.605546357615894,12682,7141,0.563081532881249,2012,5705,3,0,591787.358262831,0.087027639,0.22306825,0.21590525,0.088719681,0.15764241,0.12346306,0.043993231,0.020981388,0.035138182,0.0040609138,0.17174281
"245","Putre",2681,3601,745,829,1497,454,0.309212980231257,0.415717856151069,0.609395973154362,7027,2780,0.39561690621887,2012,15201,3,0,532721.218085106,0.12234043,0.10283688,0.17021276,0.16312057,0.10106383,0.070921987,0.076241136,0.056737587,0.08510638,0.051418439,0.11524823
"246","Puyehue",3129,5978,1666,1417,4132,1152,0.452860338766379,0.691201070592171,0.691476590636255,10773,6701,0.62201800798292,2012,10304,3,0,747035.246561886,0.17131631,0.14842829,0.17239685,0.090176821,0.090373278,0.055009823,0.10058939,0.047937132,0.086542241,0.037229862,0.14666012
"247","Queilen",1668,2859,1213,1040,1960,452,0.623501199040767,0.68555438964673,0.372629843363561,5740,3452,0.601393728222997,2012,10207,3,0,481670.954061514,0.25078863,0.17251578,0.25867507,0.10410095,0.074132495,0.058162462,0.041009463,0.0039432175,0.016561514,0.02011041,0.13328075
"248","Quellon",7804,9784,2369,2372,6113,1023,0.303946694003075,0.624795584627964,0.431827775432672,19957,9508,0.476424312271383,2012,10208,3,0,649753.071496127,0.15367705,0.12461338,0.23166586,0.11507886,0.079905935,0.084098056,0.075151451,0.040592011,0.070345849,0.024871552,0.11490484
"249","Quemchi",2232,4294,1951,810,2664,833,0.362903225806452,0.620400558919422,0.426960533059969,8477,4307,0.508080688922968,2012,10209,3,0,448969.18556701,0.33111629,0.20164062,0.065735504,0.22192661,0.026826294,0.059638619,0.045227803,0.029265048,0.0033255736,0.015297639,0.057532426
"250","Quilaco",1122,2248,886,619,1704,609,0.551693404634581,0.758007117437722,0.687358916478555,4256,2932,0.68890977443609,2012,8308,3,0,340280.215193705,0.34382567,0.19309928,0.12015738,0.11319613,0.060532689,0.075665861,0.032990314,0.042675544,0.013922518,0.0039346246,0.048426151
"251","Quilicura",49042,54445,7102,10811,28971,4278,0.220443701317238,0.532114978418588,0.602365530836384,110589,44060,0.398412138639467,2012,13125,3,0,963370.328647433,0.058293633,0.042354897,0.12370331,0.12517253,0.15154044,0.10348678,0.13726385,0.11553359,0.094519392,0.048131578,0.16245195
"252","Quilleco",2414,4793,1904,1009,3467,1274,0.417978458989229,0.723346547047778,0.669117647058823,9111,5750,0.631105257381188,2012,8309,3,0,579971.243105516,0.16936451,0.16796562,0.12080336,0.1289968,0.17196243,0.073840924,0.11620703,0.04526379,0,0.0055955234,0.08307942
"253","Quillon",3986,7500,2661,1755,5168,1705,0.440291018564977,0.689066666666667,0.640736565201052,14147,8628,0.609881953771118,2012,16107,3,0,656661.460230604,0.22343822,0.11992704,0.16109699,0.10507458,0.12605043,0.11165396,0.070484005,0.045013353,0.016025014,0.021236401,0.14273453
"254","Quillota",23607,33675,11220,5641,18688,6303,0.238954547380014,0.554951744617669,0.561764705882353,68502,30632,0.447169425710198,2012,5501,3,0,751327.067623109,0.12460145,0.12700655,0.12411602,0.13604219,0.081872441,0.12995222,0.10222747,0.077691108,0.05736918,0.039121371,0.060712039
"255","Quilpue",40660,57577,19746,7881,23576,9173,0.193826856861781,0.409469058825573,0.464549782234377,117983,40630,0.344371646762669,2012,5801,3,0,1110006.26732847,0.060429744,0.078026578,0.10599943,0.11467911,0.098970883,0.12318349,0.10053718,0.12499293,0.10946,0.083720669,0.04225615
"256","Quinchao",2442,4448,2137,843,2288,641,0.345208845208845,0.514388489208633,0.29995320542817,9027,3772,0.417857538495624,2012,10210,3,0,455290.185504126,0.37926087,0.10190169,0.10883866,0.070326515,0.12175577,0.053582106,0.040425785,0.06446597,0.034804448,0.024638202,0.1188853
"257","Quinta De Tilcoco",3958,5902,1612,1921,4620,1139,0.485346134411319,0.782785496441884,0.706575682382134,11472,7680,0.669456066945607,2012,6114,3,0,933029.067226891,0.1618059,0.10059318,0.16987972,0.14153896,0.069204152,0.10776075,0.067144506,0.052891746,0.098039217,0.031141868,0.13791399
"258","Quinta Normal",29227,52149,17209,5895,22125,7736,0.201697060936805,0.424265086578841,0.449532221512,98585,35756,0.362692093117614,2012,13126,3,0,976156.918389171,0.036142133,0.089421317,0.10812859,0.10022335,0.18593571,0.11381388,0.11034856,0.16690356,0.07645347,0.012629442,0.17662267
"259","Quintero",6814,10295,3605,2535,6422,2399,0.372028177282066,0.623797960174842,0.665464632454924,20714,11356,0.548228251424158,2012,5107,3,0,876003.049679659,0.090017535,0.08336018,0.13350514,0.1277068,0.086330935,0.1211568,0.11013279,0.1211568,0.056229644,0.070403382,0.039371487
"260","Quirihue",3258,5296,1968,1663,3888,1258,0.510435850214856,0.734138972809668,0.639227642276423,10522,6809,0.647120319330926,2012,16201,3,0,558686.776128633,0.13146038,0.25019878,0.17987455,0.083929673,0.028094355,0.13879319,0.064228289,0.079158939,0.030568071,0.013693789,0.011485114
"261","Rancagua",64034,90013,23772,11769,46612,13447,0.183792984976731,0.517836312532634,0.565665488810365,177819,71828,0.403938836682244,2012,6101,2,1,799681.504709346,0.094462931,0.11910812,0.1131743,0.12023781,0.11453534,0.10797305,0.090622723,0.11822132,0.081928276,0.039736122,0.078808576
"262","Ranquil",1476,3020,1076,865,2316,760,0.586043360433604,0.766887417218543,0.706319702602231,5572,3941,0.707286432160804,2012,16206,3,0,669200.82853192,0.086886376,0.12237843,0.25628024,0.129062,0.072136439,0.096566029,0.11569486,0.06960129,0.04932012,0.0020742107,0.15350571
"263","Rauco",2638,4976,1514,1145,3750,981,0.434040940106141,0.753617363344051,0.647952443857332,9128,5876,0.64373356704645,2012,7305,3,0,642830.361264277,0.16916108,0.1540961,0.1519299,0.23857819,0.078278847,0.063706182,0.054352108,0.043914925,0.022942103,0.023040567,0.11717211
"264","Recoleta",51050,78458,23764,8127,31970,10895,0.159196865817826,0.4074791608249,0.458466588116479,153272,50992,0.332689597578162,2012,13127,3,0,955481.63735595,0.091412164,0.056944814,0.10650173,0.10667288,0.12956871,0.12976839,0.12432016,0.11061879,0.06527403,0.078918345,0.21046063
"265","Renaico",2785,4690,1365,1255,3316,930,0.450628366247756,0.707036247334755,0.681318681318681,8840,5501,0.622285067873303,2012,9209,1,1,664280.003152732,0.12038767,0.17795423,0.16744512,0.12575899,0.08267165,0.12809435,0.06398879,0.075315274,0.044838861,0.013545073,0.055815041
"266","Renca",40258,55147,13735,7287,27445,7736,0.181007501614586,0.497669864181188,0.563232617400801,109140,42468,0.389114898295767,2012,13128,3,0,981835.357690376,0.041043334,0.052578278,0.17657278,0.16963205,0.090690531,0.16603407,0.11979549,0.098586328,0.065167099,0.019900046,0.12774892
"267","Rengo",15783,21986,6038,3920,13993,3678,0.248368497750744,0.636450468479942,0.609142100033124,43807,21591,0.49286643687082,2012,6115,2,1,675952.698624899,0.10759135,0.12778194,0.10751487,0.1466112,0.14647353,0.13137648,0.070361137,0.1055723,0.032320235,0.02439696,0.091622435
"268","Requinoa",7229,10434,2498,2300,7586,1678,0.318162954765528,0.727046195131302,0.67173738991193,20161,11564,0.573582659590298,2012,6116,3,0,760310.073002554,0.053994894,0.17836556,0.15611091,0.10401314,0.086829625,0.14217439,0.11072601,0.12634075,0.03651952,0.0049252096,0.077745348
"269","Retiro",4527,8534,2368,1912,6233,1623,0.422354760326927,0.730372627138505,0.685388513513513,15429,9768,0.633093525179856,2012,7405,3,0,466775.817778599,0.16213885,0.35705045,0.19688289,0.072691433,0.062773362,0.052978501,0.042937227,0.038070597,0.010410892,0.0040657921,0.16010596
"270","Rinconada",2518,4154,1183,1306,3160,813,0.518665607625099,0.760712566201252,0.687235841081995,7855,5279,0.672056015276894,2012,5303,3,0,756474.307855127,0.12829258,0.1151223,0.081961431,0.15592663,0.11912041,0.15874882,0.12300094,0.049388524,0.031279396,0.037158985,0
"271","Rio Bueno",8395,15175,5527,3161,9543,3026,0.376533650982728,0.628863261943987,0.547494119775647,29097,15730,0.540605560710726,2012,14204,2,1,584826.790649708,0.17823994,0.17703678,0.15434857,0.12774149,0.10756274,0.078858711,0.070883468,0.064008251,0.03372293,0.0075971126,0.084221385
"272","Rio Claro",3294,5704,1491,1234,4174,1128,0.374620522161506,0.731767180925666,0.756539235412475,10489,6536,0.623128992277624,2012,7108,3,0,486917.256970551,0.10698622,0.19627193,0.210448,0.17363721,0.12319862,0.070723683,0.088972434,0.0054824562,0.0028195488,0.0214599,0.055216167
"273","Rio Hurtado",1314,2412,1018,528,1709,666,0.401826484018265,0.708540630182421,0.654223968565815,4744,2903,0.611930860033727,2012,4305,3,0,418556.892713568,0.16231155,0.23015076,0.14447236,0.16180904,0.12487437,0.13266331,0.0072864322,0.014572864,0.021859296,0,0.11080402
"274","Rio Ibañez",633,1529,439,343,922,301,0.541864139020537,0.603008502289078,0.685649202733485,2601,1566,0.602076124567474,2012,11402,4,0,629041.910714286,0.23325893,0.15736607,0.088727675,0.03515625,0.099330358,0.1389509,0.075892858,0.10435268,0.026785715,0.040178571,0.066964284
"275","Rio Negro",3703,6713,2540,1493,4386,1457,0.403186605455036,0.65335915388053,0.573622047244094,12956,7336,0.566224143254091,2012,10305,1,1,777447.643133213,0.17005926,0.075753674,0.074379459,0.10882075,0.12196169,0.18062355,0.087692179,0.07248991,0.059950184,0.048269346,0.048183456
"276","Rio Verde",274,600,97,135,399,70,0.492700729927007,0.665,0.721649484536082,971,604,0.622039134912461,2012,12103,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Romeral",4065,6776,1674,1810,4946,1146,0.445264452644526,0.729929161747344,0.684587813620072,12515,7902,0.631402317219337,2012,7306,3,0,621638.075006679,0.16951643,0.2114614,0.077945501,0.13932674,0.12282928,0.10272509,0.068260752,0.053900614,0.030456852,0.023577344,0.014159765
"278","Saavedra",3851,6233,2588,1445,3840,1298,0.375227213710724,0.616075725974651,0.501545595054096,12672,6583,0.519491792929293,2012,9116,1,1,437737.281786658,0.32744387,0.14019154,0.12186261,0.21028732,0.14704426,0.0046235137,0.014943858,0.028153896,0.0047060768,0.00074306474,0.19501321
"279","Sagrada Familia",4693,7930,2099,2240,5969,1431,0.477306626891114,0.752711223203027,0.681753215817056,14722,9640,0.654802336639044,2012,7307,3,0,557887.044890162,0.14968693,0.12766635,0.084898651,0.19123422,0.1055927,0.13074392,0.15488698,0.040432982,0.014857264,0,0.10925395
"280","Salamanca",6661,10559,3536,1893,6752,2142,0.284191562828404,0.639454493796761,0.605769230769231,20756,10787,0.519705145500096,2012,4204,3,0,665555.810016071,0.21886809,0.15753812,0.097076833,0.14898145,0.052295532,0.14285715,0.066672459,0.065195672,0.017808279,0.032706425,0.17339182
"281","San Antonio",25633,37790,10767,2494,12922,4467,0.0972964537900363,0.341942312781159,0.414878796322095,74190,19883,0.268001078312441,2012,5601,3,0,693521.885288132,0.12964693,0.13389443,0.18794183,0.1427827,0.14221244,0.067291334,0.08565782,0.047980964,0.056328472,0.0062630889,0.13494647
"282","San Bernardo",80620,100550,23467,11798,45670,12114,0.146340858347805,0.454201889607161,0.516214258320194,204637,69582,0.340026485923855,2012,13401,3,0,862371.968146744,0.10010937,0.14536136,0.12045605,0.13926911,0.11214323,0.11929002,0.090636551,0.071877718,0.075161874,0.025694719,0.17268984
"283","San Carlos",13965,22934,7491,4505,14636,4251,0.322592194772646,0.638179122699921,0.567480977172607,44390,23392,0.526965532777653,2012,16301,3,0,623343.074896142,0.18071716,0.13597891,0.17889354,0.11223216,0.13141985,0.075402886,0.069634683,0.04362822,0.040377412,0.031715199,0.052823678
"284","San Clemente",10617,18005,4967,2982,11884,3093,0.280870302345295,0.66003887808942,0.622709885242601,33589,17959,0.534669088094317,2012,7109,2,1,512315.563288397,0.1815232,0.16282159,0.23433229,0.174063,0.060397025,0.062645309,0.060397025,0.043815948,0.016887663,0.0031169362,0.11729389
"285","San Esteban",4294,6844,2108,1443,4913,1329,0.336050302748021,0.717855055523086,0.63045540796964,13246,7685,0.580175147214253,2012,5304,3,0,576252.956651242,0.18679857,0.10823892,0.19584064,0.12924844,0.1275996,0.10254773,0.021594595,0.062549867,0.06558162,0,0.058933035
"286","San Fabian",1299,2391,942,745,1713,618,0.573518090839107,0.716436637390213,0.656050955414013,4632,3076,0.664075993091537,2012,16304,3,0,548674.365258216,0.27261347,0.1743349,0.066979654,0.07636933,0.13928013,0.084507041,0.080751173,0.035680752,0.042566512,0.026917057,0.097026601
"287","San Felipe",20459,26424,8266,5146,15100,4733,0.251527445134171,0.571450196790796,0.572586498911203,55149,24979,0.452936589965367,2012,5701,3,0,882583.990786813,0.10316105,0.080291532,0.096901901,0.1019746,0.13199918,0.15184203,0.089286797,0.089383647,0.10478335,0.050375912,0.06148985
"288","San Fernando",20131,28673,8204,5504,16805,4566,0.273409169936913,0.586091444913333,0.556557776694296,57008,26875,0.471425063149032,2012,6301,2,1,766929.288810887,0.10894421,0.11681576,0.11016228,0.12463491,0.12961192,0.11544053,0.15333132,0.075951852,0.050647669,0.014459535,0.04755668
"289","San Gregorio",521,812,106,233,420,72,0.44721689059501,0.517241379310345,0.679245283018868,1439,725,0.503822098679639,2012,12104,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","San Ignacio",3959,7379,2352,1696,5400,1480,0.42839100783026,0.731806477842526,0.629251700680272,13690,8576,0.626442658875091,2012,16108,3,0,419866.534573581,0.27158764,0.18190305,0.15929852,0.15216376,0.10788824,0.054210842,0.038541041,0.02073748,0.0082016401,0.0054677604,0.058152948
"291","San Javier",11443,18332,5690,3609,11525,3347,0.31538932098226,0.628682085969889,0.588224956063269,35465,18481,0.521105315099394,2012,7406,3,0,667368.226606948,0.1668321,0.27693984,0.089964896,0.08279869,0.05742646,0.079772428,0.15090182,0.026703788,0.04040673,0.028253239,0.10650042
"292","San Joaquin",24808,44149,14799,4035,18786,7206,0.162649145436956,0.425513601667082,0.48692479221569,83756,30027,0.35850565929605,2012,13129,3,0,853921.355041087,0.047029078,0.063606195,0.11662453,0.11965866,0.19001265,0.12635905,0.14333123,0.11019279,0.074004427,0.0091814157,0.13253298
"293","San Jose De Maipo",4359,7659,2199,1562,4786,1375,0.358339068593714,0.624885755320538,0.625284220100045,14217,7723,0.543222902159387,2012,13203,3,0,927910.886501498,0.11035591,0.0057005044,0.17006505,0.16655704,0.058832128,0.070160054,0.08426515,0.16261055,0.093912154,0.077541478,0.16341445
"294","San Juan De La Costa",1913,4268,1423,672,2706,830,0.351280710925248,0.634020618556701,0.583274771609276,7604,4208,0.55339295107838,2012,10306,1,1,468657.86553982,0.47525507,0.12364855,0.037612304,0.11238008,0.040657833,0.01583676,0.025887011,0.076899648,0.08557941,0.0062433379,0.17313842
"295","San Miguel",26349,51152,16820,6964,19934,7467,0.264298455349349,0.389701282452299,0.443935790725327,94321,34365,0.364340920897785,2012,13130,2,1,1425269.61237185,0.043296527,0.062813699,0.085572764,0.057975546,0.092961639,0.11823852,0.10820018,0.1240805,0.15531456,0.15154608,0.075978741
"296","San Nicolas",2641,5336,1613,1273,4012,1118,0.482014388489209,0.751874062968516,0.693118412895226,9590,6403,0.667674661105318,2012,16305,3,0,559527.833553366,0.09881182,0.27795267,0.16004875,0.14380014,0.083172537,0.088554889,0.082360111,0.02934904,0.029044379,0.0069056568,0.16949324
"297","San Pablo",2520,5073,2028,934,3407,1183,0.370634920634921,0.671594717129903,0.583333333333333,9621,5524,0.574160690156948,2012,10307,3,0,556376.618264609,0.15228941,0.20149253,0.17227422,0.19112067,0.031115608,0.13129269,0.048317734,0.010624842,0.0614723,0,0.091955476
"298","San Pedro",2126,3715,1505,965,2768,933,0.453904045155221,0.745087483176312,0.619933554817276,7346,4666,0.635175605771849,2012,13505,4,0,731763.682932996,0.15676358,0.077876106,0.093046777,0.20935525,0.2551201,0.049304679,0.07079646,0.058154237,0.029582806,0,0.081415929
"299","San Pedro De Atacama",1736,2705,717,857,1802,466,0.493663594470046,0.666173752310536,0.649930264993027,5158,3125,0.605854982551376,2012,2203,3,0,810290.247922583,0.033449039,0.019880088,0.098874517,0.044598717,0.16892816,0.13316503,0.18197118,0.16976964,0.11717682,0.03218681,0.014200063
"300","San Pedro De La Paz",27694,34291,7764,7657,18479,4793,0.276485881418358,0.538887754804468,0.617336424523442,69749,30929,0.443432880758147,2012,8108,1,1,1359118.31143879,0.10843476,0.13942152,0.1111984,0.099036515,0.079956084,0.072573774,0.069810145,0.079908766,0.095241249,0.14441879,0.11536277
"301","San Rafael",2281,4099,1083,1137,3078,859,0.498465585269619,0.750914857282264,0.793167128347184,7463,5074,0.679887444727321,2012,7110,3,0,655169.251744253,0.06656754,0.17373899,0.19283998,0.10042319,0.15109231,0.093217432,0.079492167,0.026078004,0.10122383,0.015326547,0.011437722
"302","San Ramon",25317,44024,12770,4230,20469,7048,0.167081407749733,0.464950935853171,0.551918559122944,82111,31747,0.386635164594269,2012,13131,2,1,793143.628902378,0.11883326,0.10221209,0.15183118,0.10321696,0.19004358,0.10983012,0.067598216,0.080403581,0.066851348,0.0091796685,0.099550523
"303","San Rosendo",1276,2296,740,780,1714,498,0.61128526645768,0.746515679442509,0.672972972972973,4312,2992,0.693877551020408,2012,8310,2,1,461347.0053125,0.2246875,0.22375,0.19374999,0.106875,0.090312503,0.038125001,0.064062499,0.046875,0.0115625,0,0.037500001
"304","San Vicente",11745,18675,5773,3659,12974,3609,0.311536824180502,0.694725568942436,0.625151567642474,36193,20242,0.559279418672119,2012,6117,2,1,729787.820956073,0.10701866,0.13757545,0.10563971,0.1347376,0.14754787,0.069547147,0.13317879,0.094568126,0.032954954,0.037231702,0.05058156
"305","Santa Barbara",4020,6139,2274,1391,4152,1221,0.346019900497512,0.67633165010588,0.536939313984169,12433,6764,0.544036033137618,2012,8311,3,0,467343.097876082,0.24364178,0.15056819,0.089488633,0.13379329,0.1133658,0.084212661,0.056547619,0.10274621,0.021983225,0.0036525973,0.0087256497
"306","Santa Cruz",9402,14644,4355,3152,9545,2545,0.335247819612848,0.65180278612401,0.584385763490241,28401,15242,0.536671243970283,2012,6310,3,0,766023.94215533,0.078815371,0.11998399,0.17628068,0.11542156,0.10704376,0.17337246,0.088313766,0.05389541,0.032897547,0.053975452,0.041382071
"307","Santa Juana",3599,6051,2154,1707,4480,1288,0.47429841622673,0.740373491984796,0.597957288765088,11804,7475,0.633259911894273,2012,8109,3,0,653503.807207474,0.18078007,0.18471007,0.15015572,0.099658906,0.098843247,0.0063028326,0.1293193,0.053314548,0.05405606,0.04285926,0.087720603
"308","Santa Maria",3550,5768,1793,1307,4216,1232,0.368169014084507,0.730929264909847,0.687116564417178,11111,6755,0.607956079560796,2012,5706,3,0,624415.767133189,0.091004662,0.11722189,0.095472768,0.18549182,0.19856758,0.13870819,0.092515931,0.044812407,0.026085814,0.010118931,0.0948814
"309","Santiago",80980,139289,46701,18840,49683,18075,0.232650037046184,0.356690047311704,0.387036680156742,266970,86598,0.324373525115181,2012,13101,3,0,1362630.57995249,0.016194746,0.030960772,0.033464953,0.039226923,0.069944344,0.11351237,0.088078059,0.15686059,0.21662337,0.23513389,0.1885135
"310","Santo Domingo",2711,5481,2047,977,3499,1315,0.360383622279602,0.638387155628535,0.642403517342452,10239,5791,0.565582576423479,2012,5606,3,0,946602.288909408,0.05427311,0.0995178,0.15974146,0.052426387,0.12855238,0.13953011,0.076023392,0.11890838,0.1375808,0.033446189,0.073048115
"311","Sierra Gorda",1017,1798,357,302,602,101,0.296951819075713,0.334816462736374,0.282913165266106,3172,1005,0.316834804539723,2012,2103,3,0,827726.774607703,0,0.055159297,0.19876367,0.13789824,0.041369472,0.19400856,0.087018542,0.097955301,0.13456966,0.053257253,0.12220638
"312","Talagante",18877,24809,6133,5663,16435,4026,0.299994702548074,0.662461203595469,0.656448720039133,49819,26124,0.52437824926233,2012,13601,3,0,1154668.41816515,0.045359276,0.057696428,0.11508324,0.11223712,0.09186177,0.05424298,0.1360302,0.15806083,0.13131446,0.098113701,0.066520587
"313","Talca",58725,81770,23235,15829,47073,13502,0.269544487015751,0.575675675675676,0.581106089950506,163730,76404,0.466646307946009,2012,7101,2,1,919393.146915704,0.085501321,0.11667569,0.13014002,0.16034481,0.10514674,0.097977132,0.076865971,0.099511042,0.076172873,0.05166439,0.077825248
"314","Talcahuano",46644,66789,17292,9374,32083,9007,0.200969042106166,0.480363532917097,0.52087670599121,130725,50464,0.386031746031746,2012,8110,2,1,910799.056633427,0.082333744,0.10509551,0.10191608,0.13281307,0.12183563,0.12245587,0.13902137,0.080334559,0.070838451,0.043355733,0.092116557
"315","Taltal",3157,5010,1464,1293,3190,847,0.409566043712385,0.636726546906188,0.578551912568306,9631,5330,0.553421243899907,2012,2104,3,0,976484.086585505,0.015742643,0.094569929,0.1579968,0.12069359,0.15697011,0.094113618,0.12160621,0.15195072,0.079283595,0.0070727812,0.11680945
"316","Temuco",76909,104985,32775,17721,49699,14965,0.230415165975373,0.473391436871934,0.456598016781083,214669,82385,0.383776884412747,2012,9101,2,1,940281.130458422,0.116598,0.12331121,0.13901033,0.11099567,0.091841131,0.10279428,0.086125016,0.079717219,0.081432953,0.068174198,0.063903086
"317","Teno",7343,11718,3192,2389,7853,1947,0.325343864905352,0.670165557262331,0.609962406015038,22253,12189,0.547746371275783,2012,7308,2,1,680709.093067628,0.054201115,0.10949756,0.13705745,0.15087274,0.19284856,0.12278284,0.1005936,0.092961632,0.030139213,0.0090452973,0.082521513
"318","Teodoro Schmidt",4107,6895,2455,1671,5026,1720,0.406866325785245,0.728934010152284,0.70061099796334,13457,8417,0.625473731143643,2012,9117,1,1,479818.692701833,0.29757604,0.18603429,0.17959666,0.10957105,0.034027457,0.069237337,0.028312422,0.045785982,0.04361821,0.0062405569,0.073638573
"319","Tierra Amarilla",3701,5964,1227,1533,3898,758,0.414212375033775,0.653588195841717,0.617766911165444,10892,6189,0.568215203819317,2012,3103,2,1,910163.44156359,0.10910244,0.10497939,0.11592135,0.049159531,0.077941641,0.12250238,0.18910562,0.13764669,0.088645734,0.0049952427,0.10045988
"320","Tiltil",4494,6447,1776,1495,4347,1152,0.33266577659101,0.674267100977199,0.648648648648649,12717,6994,0.549972477785641,2012,13303,4,0,725652.966466992,0.10621873,0.086704135,0.20731179,0.13147657,0.18680911,0.098252334,0.039955538,0.088618539,0.037979376,0.016673872,0.1391342
