cod_comuna,yautcorh,decil1,decil2,decil3,decil4,decil5,decil6,decil7,decil8,decil9,decil10,hacinamiento_2
5702,469780.3831371965,.1430061,.18203487,.24921794,.14114405,.081036791,.098167732,.066736184,.026739163,.0020110235,.0099061523,.1451661
5703,851302.9885023831,.085416839,.093569696,.1313237,.18638682,.094949409,.044150848,.091144748,.1146835,.11857179,.039802659,.14549711
5704,658945.6282394995,.081067279,.22749904,.21115792,.09357845,.081960931,.090259157,.092940122,.041363463,.060002554,.02017107,.045193411
5705,591787.3582628313,.087027639,.22306825,.21590525,.088719681,.15764241,.12346306,.043993231,.020981388,.035138182,.0040609138,.17174281
5706,624415.7671331888,.091004662,.11722189,.095472768,.18549182,.19856758,.13870819,.092515931,.044812407,.026085814,.010118931,.0948814
5801,1110006.267328467,.060429744,.078026578,.10599943,.11467911,.098970883,.12318349,.10053718,.12499293,.10946,.083720669,.04225615
5802,793710.8623274834,.073862672,.073521897,.18203698,.15409355,.13950418,.10248765,.12802437,.082957059,.028241608,.035270061,.10766315
5803,914318.0270864271,.074547075,.12022572,.17855658,.047876447,.11381052,.15996435,.10650431,.086308286,.1055539,.0066528069,.035521235
5804,938395.8658467397,.050956164,.09542688,.10351899,.090169288,.10074978,.10752913,.14366607,.13605727,.13209285,.039833587,.037639115
6101,799681.5047093462,.094462931,.11910812,.1131743,.12023781,.11453534,.10797305,.090622723,.11822132,.081928276,.039736122,.078808576
6102,725674.3031172164,.049966034,.093818404,.17208846,.12061287,.17473017,.1646162,.10793267,.080081515,.028002113,.0081515582,.025662314
6103,618780.6496427626,.16724001,.15863985,.12000529,.23934904,.088912413,.056628738,.12172532,.034665257,.0091293994,.0037046839,.14421804
6104,633539.4677293501,.1487571,.11258499,.17417233,.098484002,.15945825,.14095418,.061866011,.056849848,.035447553,.011425705,.084605955
6105,698225.1467814302,.098571561,.16427067,.1584104,.14829229,.088407658,.086026922,.12205842,.068537682,.042349603,.023074809,.091154657
6106,807213.4087195122,.035670731,.10060976,.12731707,.14594512,.16182926,.15844512,.093048781,.085182928,.064908534,.027042683,.11314024
6107,549822.3815213062,.14675428,.22875348,.19095978,.08789327,.14197531,.082716048,.051373955,.047391478,.016129032,.0060533653,.13492632
6108,1210303.392593165,.075510569,.084704734,.10759999,.10615777,.069355376,.091967344,.11499137,.11246748,.13075279,.10649257,.1183909
6109,638952.2419435157,.058547344,.18318276,.086149253,.12605819,.26172015,.10557018,.08558014,.042612221,.024044961,.026534822,.043241303
6110,701419.1411549682,.078520969,.15584689,.15226178,.097360373,.13032934,.14769253,.095356926,.074057154,.043197077,.025376964,.090893112
6111,884466.999724385,.065182939,.13133053,.056776684,.19747813,.16888307,.11210639,.078067936,.10018604,.079032592,.010955695,.16798732
6112,570940.4056065175,.115017,.20636345,.10545897,.21983449,.089550324,.12675604,.040926293,.066906154,.019629225,.009558022,.1193149
6113,518955.8696311268,.08084891,.30848914,.16200101,.054876201,.12460839,.062758967,.11773623,.064224355,.0093986858,.01505811,.027286509
6114,933029.0672268907,.1618059,.10059318,.16987972,.14153896,.069204152,.10776075,.067144506,.052891746,.098039217,.031141868,.13791399
6115,675952.6986248987,.10759135,.12778194,.10751487,.1466112,.14647353,.13137648,.070361137,.1055723,.032320235,.02439696,.091622435
6116,760310.0730025538,.053994894,.17836556,.15611091,.10401314,.086829625,.14217439,.11072601,.12634075,.03651952,.0049252096,.077745348
6117,729787.8209560734,.10701866,.13757545,.10563971,.1347376,.14754787,.069547147,.13317879,.094568126,.032954954,.037231702,.05058156
6201,858974.9577763496,.048843186,.082583547,.098521851,.10199229,.03643959,.15661953,.14402314,.11625964,.17467867,.04003856,0
6202,511920.6354733406,.090315558,.23966268,.17845485,.091947772,.16294886,.11071817,.037268769,.073177367,0,.015505984,.010881393
6203,677918.7354624331,.1103932,.22207864,.10393207,.10503969,.049104672,.15839025,.11740816,.054827396,.057042643,.021783276,.06091933
6204,564449.0049261084,.11194582,.14039409,.23288177,.166133,.11576355,.099384233,.048399016,.027709359,.057389162,0,.054926109
6205,395648.1383589554,.33413595,.18225597,.15817744,.076680869,.087979257,.049638823,.068345986,.013335803,.029449899,0,.14113724
6206,595809.6736920777,.19043349,.14768311,.1626308,.12735426,.15979074,.052167416,.07458894,.055007473,.011360239,.018983558,.16816144
6301,766929.2888108866,.10894421,.11681576,.11016228,.12463491,.12961192,.11544053,.15333132,.075951852,.050647669,.014459535,.04755668
6302,549720.5105318195,.15917239,.19719152,.16723932,.13078877,.14632507,.074096203,.050791755,.034060352,.030176276,.010158351,.16768748
6303,546034.9896032675,.13921338,.23335522,.17051783,.15243781,.10790894,.064608268,.069006883,.030161949,.032789696,0,.096455403
6304,512017.2301694407,.1868346,.21892338,.10691258,.16434248,.082321189,.050682262,.15864447,.028040186,.0032988454,0,.063427798
6305,656574.4334886855,.15716772,.13116963,.19203773,.10466618,.096075021,.094390474,.13992925,.077601209,.0069627715,0,.06159807
6306,683452.4063165063,.034476887,.17170341,.19630544,.15527369,.16421214,.15467779,.067676857,.025027666,.030646123,0,.12156295
6307,609108.9432318502,.075128809,.11634661,.17751756,.17414519,.12009367,.14248243,.080655739,.094519906,0,.019110071,.11288057
6308,581815.6948576784,.18999648,.080473237,.20053883,.10928898,.11748858,.11620007,.10460349,.047440551,.027644372,.006325407,.078364767
6309,869339.8605604921,.13943951,.13192071,.15994532,.14490773,.025290499,.17498291,.0075187972,.10252905,.083390296,.030075189,.063568011
6310,766023.94215533,.078815371,.11998399,.17628068,.11542156,.10704376,.17337246,.088313766,.05389541,.032897547,.053975452,.041382071
7101,919393.1469157041,.085501321,.11667569,.13014002,.16034481,.10514674,.097977132,.076865971,.099511042,.076172873,.05166439,.077825248
7102,826754.1508168739,.10361584,.14294423,.1249521,.14459887,.10169993,.12115512,.072647788,.092764832,.061431009,.034190267,.050510328
7103,485010.8750293358,.20359071,.21497302,.12720019,.11452711,.12450129,.097042948,.037315182,.052335132,.023116639,.0053977938,.1433645
7104,503019.4382650346,.17136775,.17429484,.19984034,.11016499,.12799361,.1327834,.037253857,.027674295,.018626928,0,.075838208
7105,534374.9011744128,.1563385,.18411627,.13189238,.23942195,.091787443,.056471765,.069673494,.053973012,.0021239379,.014201233,.20225441
7106,494616.317054846,.22133733,.24072126,.11705484,.13042825,.10082645,.046431255,.043876786,.046731781,.023290759,.029301276,.18362133
7107,567130.3445247359,.13551973,.18999444,.10394663,.11439689,.085269593,.18454698,.1139522,.017342968,.047804337,.0072262366,.016453585
7108,486917.2569705514,.10698622,.19627193,.210448,.17363721,.12319862,.070723683,.088972434,.0054824562,.0028195488,.0214599,.055216167
7109,512315.5632883973,.1815232,.16282159,.23433229,.174063,.060397025,.062645309,.060397025,.043815948,.016887663,.0031169362,.11729389
7110,655169.2517442525,.06656754,.17373899,.19283998,.10042319,.15109231,.093217432,.079492167,.026078004,.10122383,.015326547,.011437722
7201,627723.9264279261,.207765,.18560308,.12680615,.11942679,.067461737,.12613964,.06005856,.03725392,.032826301,.036658812,.067461737
7202,564760.3156351792,.23579268,.18841682,.16950995,.13908508,.059111159,.091383241,.043898728,.041290883,.022384005,.0091274586,.085515596
7203,495418.9320188702,.34716341,.1654772,.18325874,.080561265,.065319948,.035200194,.043304704,.023829684,.035442118,.020442724,.051409218
7301,820373.3840591805,.093844973,.13883713,.14420065,.12668069,.11679524,.10612831,.10004342,.069812641,.054470159,.049186788,.065711953
7302,584559.7963441478,.21561871,.18834338,.11972438,.095990047,.057517465,.10661307,.074074075,.075796723,.052158102,.014164035,.036654226
7303,528980.5857652186,.18618777,.17390729,.18315066,.15343985,.1189753,.04634887,.060874157,.045160439,.015581672,.01637396,.089000396
7304,564474.4957049249,.11130149,.20266734,.13695617,.16677858,.14228161,.064900786,.058417652,.05851027,.039176643,.019009469,.052860681
7305,642830.3612642772,.16916108,.1540961,.1519299,.23857819,.078278847,.063706182,.054352108,.043914925,.022942103,.023040567,.11717211
7306,621638.0750066792,.16951643,.2114614,.077945501,.13932674,.12282928,.10272509,.068260752,.053900614,.030456852,.023577344,.014159765
7307,557887.0448901624,.14968693,.12766635,.084898651,.19123422,.1055927,.13074392,.15488698,.040432982,.014857264,0,.10925395
7308,680709.0930676277,.054201115,.10949756,.13705745,.15087274,.19284856,.12278284,.1005936,.092961632,.030139213,.0090452973,.082521513
7309,578898.2869251961,.24411951,.19389701,.21360458,.11315957,.034965035,.037719857,.066963337,.052553508,.02415766,.018859928,.052341599
7401,720413.4947523957,.11873927,.13486235,.18230808,.11512136,.10889594,.11151431,.083961673,.07641077,.044099431,.024086829,.081354164
7402,531616.975145964,.22411485,.29214206,.063206382,.12957309,.077561736,.071133964,.045422893,.039637901,.051743533,.005463603,.17504954
7403,486672.3671374005,.22956163,.18691523,.17885552,.13449207,.14100991,.044643797,.04313698,.017871534,.023513334,0,.11343168
7404,626569.4784034096,.14949594,.14599895,.16954894,.11643855,.14935935,.079911485,.065650359,.062016774,.048684534,.012895118,.13110948
7405,466775.8177785992,.16213885,.35705045,.19688289,.072691433,.062773362,.052978501,.042937227,.038070597,.010410892,.0040657921,.16010596
7406,667368.2266069483,.1668321,.27693984,.089964896,.08279869,.05742646,.079772428,.15090182,.026703788,.04040673,.028253239,.10650042
7407,612991.4588949262,.1275845,.20591348,.13831064,.18234423,.12285654,.099851809,.074659519,.0025403993,.015030696,.030908193,.029214593
7408,573846.9848511332,.17724174,.17753306,.079939403,.21330769,.079181962,.040494084,.12130746,.062867798,.04637884,.0017479461,.077317484
8101,872045.2542594372,.067296326,.12791111,.12988816,.081755809,.093627132,.090382963,.10957839,.096660122,.1150827,.087817281,.057559136
8102,739690.035971223,.10219137,.13026287,.14706394,.15464142,.098489732,.11049175,.083543822,.09758392,.057275247,.018455938,.086904578
8103,874334.080051566,.096555293,.15352651,.13812216,.11911213,.076753438,.089435525,.087033913,.10651511,.09176515,.041180782,.045303442
8104,497097.7345753424,.24284932,.26246575,.10761644,.104,.028164383,.077917807,.06169863,.075178079,.03419178,.005917808,.02980822
8105,454705.5512631233,.13090551,.22395833,.18877132,.1144603,.19705544,.074762136,.036868438,.011318898,.010580708,.011318898,.057414699
8106,690457.3756054601,.14984588,.14876707,.148679,.13639367,.075759575,.11523558,.098216645,.066204317,.059709378,.0011889036,.094143547
8107,687603.2868490577,.12097732,.12619019,.12624337,.14113726,.098601036,.17360237,.12693487,.03108211,.047819998,.007411479,.094115146
8108,1359118.311438793,.10843476,.13942152,.1111984,.099036515,.079956084,.072573774,.069810145,.079908766,.095241249,.14441879,.11536277
8109,653503.8072074744,.18078007,.18471007,.15015572,.099658906,.098843247,.0063028326,.1293193,.053314548,.05405606,.04285926,.087720603
8110,910799.0566334273,.082333744,.10509551,.10191608,.13281307,.12183563,.12245587,.13902137,.080334559,.070838451,.043355733,.092116557
8111,636608.3877260755,.12073749,.17569798,.14484635,.12934153,.068726957,.13940299,.088498682,.053942055,.061474979,.017330993,.031079894
8112,750683.7491635052,.11928602,.111089,.15928851,.11067852,.095839292,.09439642,.10885005,.10666087,.070402391,.023508925,.078935258
8201,918964.4592360777,.10138822,.20530413,.15727812,.2149334,.07145723,.054004174,.082089551,.05865832,.019499278,.035387579,.034304284
8202,868062.4843426078,.16654664,.099945448,.20150574,.081505731,.11227496,.055602837,.071773052,.10437534,.069219857,.037250411,.031882159
8203,573492.877919506,.14074613,.20294374,.19658992,.091693386,.092451178,.1172253,.064879045,.045467794,.025648499,.022354998,.040017489
8204,429516.7220315717,.29169527,.18874399,.13292153,.14481811,.078471743,.059025396,.05353466,0,.050789293,0,.055136126
8205,632589.6072386527,.10875396,.20176263,.17709966,.1593688,.082105413,.10837078,.049395617,.063399173,.032396279,.017347686,.082523428
8206,604866.963512338,.1280044,.14347845,.26379159,.11248455,.073250011,.15638877,.08240626,.018495629,.0087900013,.012910315,.088442028
8207,433814.7635813995,.25768405,.29163688,.1343817,.078806289,.065314509,.071211576,.028413152,.032344531,.029127948,.011079342,.025464617
8301,716349.4959066988,.16407946,.15670577,.13549076,.10284586,.095351376,.086388662,.095467538,.070289232,.061098851,.032282494,.072406188
8302,553555.2370856972,.43303302,.1936937,.1024024,.054954953,.020420421,.030630631,.037837837,.036036037,.024024025,.066966966,.063448697
8303,588275.5029832572,.13232876,.18030441,.14742771,.1777169,.11278539,.076499239,.058873668,.072328769,.032694064,.0090410961,.054600731
8304,528327.4881143591,.15633366,.18567298,.17651783,.11077203,.22100867,.062479924,.03137381,.027519006,.022539886,.0057822037,.13388638
8305,530527.9161314414,.1845407,.18356983,.12244212,.16568334,.11060493,.082150862,.032710977,.075466767,.032748319,.010082151,.095742643
8306,618104.6056995844,.14561647,.092697404,.18804671,.17356026,.09788245,.12926973,.0301603,.083118938,.048802692,.010845043,.039594419
8307,544674.6068076445,.11319688,.17912473,.17991632,.10268009,.11964265,.17697614,.071468957,.035960648,.021033585,0,.096111685
8308,340280.2151937046,.34382567,.19309928,.12015738,.11319613,.060532689,.075665861,.032990314,.042675544,.013922518,.0039346246,.048426151
8309,579971.2431055156,.16936451,.16796562,.12080336,.1289968,.17196243,.073840924,.11620703,.04526379,0,.0055955234,.08307942
8310,461347.0053125,.2246875,.22375,.19374999,.106875,.090312503,.038125001,.064062499,.046875,.0115625,0,.037500001
8311,467343.0978760822,.24364178,.15056819,.089488633,.13379329,.1133658,.084212661,.056547619,.10274621,.021983225,.0036525973,.0087256497
8312,499860.4299573717,.16272233,.20821697,.25282964,.1488314,.07481993,.034249596,.027928855,.056886669,.011318536,.02219609,.067102745
8313,441111.2701123369,.2730341,.15329203,.14845599,.11873458,.15409803,.044682886,.070726916,.014205834,.011082565,.011687068,.042365626
8314,348148.4732370433,.39719626,.24192864,.070305862,.13296516,.038020391,.06350892,.028462192,.016142735,.0033984706,.0080713676,.11958369
9101,940281.1304584224,.116598,.12331121,.13901033,.11099567,.091841131,.10279428,.086125016,.079717219,.081432953,.068174198,.063903086
9102,674453.5155397691,.29616475,.19895133,.16106389,.058987696,.080299377,.067994416,.062581927,.014588355,.0076958858,.051672377,.049980972
9103,459586.4578824054,.27039444,.24338861,.11329,.041685343,.12259077,.073061407,.064208873,.023532048,.036530703,.011317795,.10533393
9104,773198.4605279778,.30301881,.22596943,.1121637,.081596561,.056713402,.04850322,.087280534,.033724897,.008336491,.042692941,.17266642
9105,562179.7588969899,.24287158,.20970187,.13892297,.083952934,.10015881,.022558291,.085288383,.062513538,.045802355,.0082292641,.050530571
9106,378821.7733360597,.32808506,.2289132,.2506901,.056844905,.0531643,.039873224,.024844086,.013495552,.0040895613,0,.17738472
9107,574434.2411300041,.11915919,.23410095,.13201232,.13837194,.17258,.066140048,.02168965,.085352793,.0098406747,.020752443,.11728477
9108,721408.64483496,.13778923,.21033008,.078489967,.12468472,.089346416,.13567826,.073719703,.068894617,.040684287,.040382717,.13581534
9109,483889.4689089741,.29767373,.17400108,.14362621,.085889265,.11567146,.05867536,.054773547,.040746778,.017829802,.011112757,.19785647
9110,512920.5898133748,.35536548,.16407464,.054432347,.10419907,.07484448,.02177294,.065513216,.13063763,0,.029160187,.075427681
9111,536937.0157547708,.18148102,.2309643,.16372916,.15177836,.076174475,.076332971,.049768593,.053097066,.013123692,.0035503709,.075984277
9112,604942.3568836197,.22934914,.15460925,.13053472,.090987176,.082688123,.1059158,.066888459,.076203726,.037781272,.025042342,.10169903
9113,577001.183738426,.18778935,.2254051,.1983507,.054398149,.074508101,.092447914,.031105325,.058304399,.045138888,.032552082,.12847222
9114,700307.3329463953,.12280118,.20052397,.11843473,.16110118,.11302865,.045369484,.042416934,.0867052,.07971888,.02989978,.023162972
9115,652781.3982040645,.10736229,.14454131,.15202436,.046211205,.24056083,.10531429,.069133013,.049046893,.04720895,.038596861,.10505173
